Average_Salary,Years_Experience,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Income_Band_Code,Experience_Band_Code,Job_Sector_Code,Labour_Group_Code,Risk_Category_Code,Job_Title_Code,Education_Level_Code
101022,17,0.65,0.58,0.06,0.39,0.03,0.9,0.02,0.03,0.17,0.63,0.54,0.66,0.89,2,3,6,3,0,7,3
116377,14,0.04,1.26,0.62,0.05,0.24,0.77,0.38,0.47,0.82,0.09,0.68,0.21,0.06,2,3,15,0,1,17,3
125614,8,0.12,1.25,0.38,0.05,0.1,0.84,0.37,0.3,0.49,0.63,0.04,0.9,0.96,2,2,5,0,1,6,0
70577,22,0.41,1.38,0.47,0.86,0.03,0.49,0.95,0.25,0.27,0.63,0.93,0.2,0.92,1,4,9,1,1,10,2
70214,21,0.99,1.24,0.57,0.81,0.18,0.95,0.17,0.03,0.7,0.18,0.76,0.8,0.24,1,4,10,2,1,11,2
115416,29,0.5,1.39,0.64,0.12,0.96,0.26,0.35,0.15,0.38,0.64,0.51,0.83,0.64,2,4,16,2,1,19,1
138176,7,0.56,0.56,0.53,0.39,0.1,0.31,0.9,0.59,0.9,0.41,0.98,0.36,0.76,2,2,7,2,1,8,2
88744,15,0.11,1.33,0.89,0.82,0.3,0.7,0.22,0.01,0.87,0.52,0.98,0.39,0.96,1,3,14,0,2,16,0
55759,24,0.51,0.8,0.63,0.83,0.42,0.73,0.45,0.74,0.99,0.26,0.63,0.38,0.55,1,4,15,0,1,17,2
37589,18,0.5,0.95,0.9,0.05,0.09,0.02,0.69,0.53,0.88,0.5,0.22,0.81,0.29,1,3,0,0,2,0,1
119485,21,0.25,0.67,0.82,0.05,0.04,0.5,0.22,0.01,0.3,0.48,0.39,0.14,0.58,2,4,14,0,2,16,0
55090,8,0.68,0.89,0.73,0.5,0.89,0.47,0.2,0.09,0.94,0.74,0.31,0.3,0.9,1,2,0,0,2,0,1
102889,19,0.54,1.21,0.46,0.04,0.23,0.9,0.52,0.82,0.56,0.94,0.91,0.48,0.32,2,3,15,0,1,17,0
93282,29,0.67,1.0,0.63,0.18,0.33,0.69,0.25,0.44,0.96,0.63,0.95,0.72,0.72,1,4,15,0,1,17,2
40892,19,0.5,0.83,0.14,0.26,0.06,0.79,0.62,0.83,0.5,0.98,0.96,0.27,0.39,1,3,6,3,0,7,3
132524,8,0.78,1.41,0.56,0.48,0.38,0.42,0.85,0.98,0.05,0.58,0.52,0.38,0.85,2,2,3,1,1,12,0
56006,13,0.47,0.52,0.25,0.11,0.46,0.58,0.71,0.41,0.74,0.13,0.65,0.83,0.89,1,3,6,3,0,7,2
60805,20,0.31,0.66,0.79,0.54,0.2,0.95,0.9,0.03,0.56,0.79,0.25,0.52,0.41,1,4,14,0,2,16,1
86121,28,0.61,1.49,0.45,0.55,0.33,0.88,0.86,0.18,0.9,0.15,0.1,0.65,0.39,1,4,10,2,1,11,2
70344,14,0.65,0.55,0.42,0.46,0.27,0.05,0.09,0.8,0.91,0.15,0.25,0.65,0.95,1,3,3,1,1,12,0
62185,5,0.87,0.59,0.76,0.09,0.1,0.52,0.69,0.79,0.7,0.36,0.56,0.93,0.39,1,2,14,0,2,16,0
133060,9,0.52,0.8,0.4,0.78,0.89,0.5,0.78,0.19,0.55,0.64,0.49,0.12,0.73,2,2,7,2,1,8,0
149756,8,0.64,0.67,0.07,0.3,0.04,0.84,0.7,0.56,0.89,0.11,0.71,0.15,0.06,2,2,13,3,0,15,0
31981,7,0.95,0.94,0.71,0.58,0.2,0.01,0.76,0.15,0.94,0.59,0.09,0.22,0.61,1,2,12,0,2,14,2
66443,3,0.53,1.3,0.62,0.7,0.89,0.2,0.18,0.8,0.32,0.51,0.74,0.4,0.13,1,1,9,1,1,10,0
89434,5,0.82,0.51,0.84,0.47,0.26,0.16,0.19,0.72,0.54,0.98,0.24,0.96,0.52,1,2,2,0,2,2,3
73159,20,0.02,0.56,0.08,0.34,0.12,0.43,0.18,0.78,0.87,0.39,0.51,0.95,0.54,1,4,13,3,0,18,1
103298,14,0.14,1.36,0.5,0.02,0.97,0.97,0.38,0.95,0.14,0.68,0.19,0.25,0.78,2,3,3,1,1,12,2
65357,3,0.01,0.91,0.11,0.68,0.19,0.84,0.27,0.39,0.3,0.64,0.1,0.48,0.33,1,1,6,3,0,7,1
86735,6,0.07,1.33,0.09,0.09,0.2,0.1,0.52,0.99,0.03,0.46,0.39,0.34,0.33,1,2,6,3,0,7,0
131977,0,0.02,1.27,0.4,0.38,0.42,0.3,0.09,0.11,0.3,0.82,0.13,0.74,0.29,2,0,10,2,1,11,2
79684,7,0.43,0.67,0.3,0.18,0.57,0.57,0.37,0.95,0.84,0.83,0.97,0.46,0.1,1,2,13,3,0,18,2
90273,25,0.38,0.69,0.17,0.93,0.17,0.85,0.42,0.14,0.85,0.97,0.29,0.3,0.39,1,4,1,1,0,1,1
85547,1,0.01,0.72,0.88,0.41,0.33,0.87,0.92,0.95,0.27,0.91,0.74,0.15,0.61,1,0,8,0,2,9,3
117429,26,0.63,0.72,0.4,0.79,0.69,0.88,0.4,0.55,0.74,0.97,0.99,1.0,0.89,2,4,10,2,1,11,3
40208,23,0.01,1.2,0.11,0.06,0.7,0.76,0.66,0.37,0.51,0.93,0.73,0.5,0.59,1,4,1,1,0,1,1
74056,23,0.39,0.6,0.78,0.42,0.27,0.53,0.3,0.1,0.19,0.92,0.63,0.31,0.37,1,4,2,0,2,2,1
53553,8,0.67,1.08,0.28,0.63,0.91,0.01,0.89,0.72,0.17,0.26,0.54,0.12,0.79,1,2,3,1,0,5,1
54287,4,0.3,0.57,0.95,0.25,0.07,0.33,0.97,0.79,0.48,0.31,0.42,0.02,0.72,1,1,12,0,2,14,0
48803,27,0.52,1.07,0.3,0.98,0.3,0.08,0.85,0.15,0.02,0.49,0.13,0.98,0.01,1,4,7,2,0,8,3
113192,28,0.83,0.74,0.28,0.31,0.07,0.01,0.28,0.47,0.0,0.58,0.33,0.39,0.26,2,4,6,3,0,7,0
128740,9,0.23,0.63,0.27,0.39,0.08,0.23,0.31,0.77,0.02,0.48,0.41,0.97,0.18,2,2,6,3,0,7,1
38996,20,0.2,1.05,0.52,0.08,0.46,0.46,0.32,0.28,0.22,0.01,0.0,0.59,0.29,1,4,5,0,1,6,2
79210,8,0.68,1.03,0.67,0.83,0.73,0.13,0.67,0.69,0.76,0.26,0.64,0.62,0.39,1,2,11,1,1,13,0
134439,13,0.09,1.14,0.2,0.21,0.82,0.87,0.21,0.08,0.6,0.48,0.43,0.76,0.97,2,3,13,3,0,18,1
41135,22,0.01,1.1,0.56,0.83,0.2,0.52,0.45,0.66,0.06,0.88,0.51,0.88,0.34,1,4,5,0,1,6,1
110709,6,0.96,1.44,0.68,0.04,0.4,0.06,0.31,0.17,0.62,0.78,0.51,0.8,0.01,2,2,11,1,1,13,0
78416,13,0.18,0.96,0.48,0.87,0.97,0.26,0.07,0.65,0.5,0.57,0.05,0.78,0.23,1,3,9,1,1,10,1
57309,7,0.23,1.45,0.09,0.73,0.25,0.42,1.0,0.1,0.88,0.95,0.7,0.01,0.82,1,2,3,1,0,5,1
67542,17,0.98,1.34,0.16,0.69,0.49,0.35,0.63,0.77,0.64,0.83,0.18,0.37,0.31,1,3,3,1,0,5,3
50723,7,0.44,1.45,0.52,0.29,0.35,0.61,0.35,0.54,0.27,0.35,0.71,0.58,0.09,1,2,10,2,1,11,1
62081,26,0.05,0.58,0.58,0.71,0.02,0.64,0.03,0.96,0.7,0.19,0.16,0.57,0.63,1,4,4,2,1,4,3
129443,7,0.3,0.53,0.61,0.05,0.75,0.05,0.25,0.84,0.95,0.41,0.97,0.63,0.42,2,2,10,2,1,11,3
55482,13,0.3,0.77,0.56,0.39,0.14,0.07,0.79,0.68,0.41,0.9,0.41,0.71,0.91,1,3,3,1,1,12,0
103933,8,0.51,1.18,0.47,0.65,0.26,0.43,0.21,0.04,0.59,0.86,0.03,0.2,0.46,2,2,11,1,1,13,3
43997,29,0.34,0.63,0.55,0.58,0.47,0.86,0.27,0.01,0.32,0.01,0.54,0.38,0.81,1,4,9,1,1,10,3
66258,11,0.43,0.72,0.47,0.64,0.19,0.77,0.33,0.93,0.51,0.85,0.62,0.55,0.68,1,3,10,2,1,11,3
132495,23,0.92,1.2,0.55,0.53,0.18,0.12,0.49,0.16,0.58,0.65,0.53,0.04,0.06,2,4,15,0,1,17,3
135071,26,0.86,0.91,0.49,0.85,0.09,0.39,0.4,0.5,0.11,0.1,0.42,0.03,0.25,2,4,3,1,1,12,0
50954,29,0.49,0.51,0.57,0.86,0.71,0.82,0.64,0.51,0.22,0.28,0.32,0.04,0.91,1,4,16,2,1,19,1
45590,11,0.11,1.06,0.82,0.68,0.6,0.12,0.66,0.61,0.53,0.4,0.95,0.85,0.59,1,3,0,0,2,0,3
118035,16,0.78,0.69,0.58,0.86,0.96,0.47,0.97,0.41,0.22,0.51,0.65,0.46,0.57,2,3,7,2,1,8,1
147488,2,0.52,1.45,0.82,0.25,0.76,0.34,0.82,0.06,0.33,0.09,0.09,0.66,0.39,2,1,14,0,2,16,1
111506,23,0.52,0.8,0.59,0.62,0.8,0.64,0.17,0.67,0.39,0.46,0.92,0.36,0.61,2,4,7,2,1,8,1
104644,7,0.86,0.5,0.54,0.01,0.71,0.23,0.38,0.38,0.85,0.1,0.67,0.98,0.02,2,2,16,2,1,19,2
85197,4,0.02,1.34,0.94,0.99,0.46,0.87,0.12,0.43,0.31,0.4,0.7,0.09,1.0,1,1,12,0,2,14,2
145435,22,0.87,1.33,0.61,0.04,0.52,0.33,0.11,0.34,0.64,0.23,0.44,0.4,0.05,2,4,15,0,1,17,3
31113,3,0.62,1.47,0.42,0.42,0.4,0.92,0.41,0.44,0.25,0.0,0.11,0.7,0.68,1,1,9,1,1,10,0
119374,27,0.47,0.8,0.88,0.84,0.9,0.17,0.7,0.96,0.65,0.35,0.64,0.69,0.4,2,4,12,0,2,14,1
105450,27,0.61,1.3,0.95,0.22,0.7,0.03,0.97,0.01,0.36,0.08,0.62,0.34,0.73,2,4,12,0,2,14,3
113453,18,0.42,0.85,0.07,0.2,0.64,0.5,0.07,0.54,0.05,0.51,0.96,0.31,0.72,2,3,1,1,0,1,3
62656,1,0.73,1.02,0.62,0.7,0.24,0.53,0.56,0.45,0.18,0.22,0.28,0.01,0.92,1,0,5,0,1,6,0
50823,4,0.31,1.15,0.84,0.65,0.43,0.41,0.12,0.62,0.18,0.67,0.97,0.26,0.14,1,1,12,0,2,14,3
52879,25,0.38,0.71,0.82,0.52,0.35,0.75,0.9,0.21,0.84,0.13,0.23,0.56,0.31,1,4,0,0,2,0,3
132132,29,0.29,1.4,0.09,0.76,0.72,0.11,0.33,0.19,0.02,0.17,0.2,0.17,0.09,2,4,6,3,0,7,3
32693,27,0.14,1.25,0.13,0.51,0.77,0.75,0.17,0.1,0.59,0.74,0.15,0.37,0.87,1,4,1,1,0,1,1
69812,26,0.67,0.51,0.27,0.4,0.65,0.4,0.88,0.65,0.58,0.98,0.28,0.07,0.52,1,4,13,3,0,15,3
58353,24,0.45,1.12,0.2,0.39,0.86,0.65,0.89,0.91,0.17,0.68,0.32,0.84,0.73,1,4,13,3,0,18,3
103969,16,0.94,1.18,0.94,0.2,0.87,0.67,0.55,0.82,0.63,0.67,0.25,0.82,0.65,2,3,2,0,2,2,3
34110,14,0.65,1.48,0.54,0.69,0.56,0.78,0.98,0.54,0.42,0.86,0.97,0.13,0.58,1,3,9,1,1,10,1
73105,23,0.53,0.91,0.86,0.27,0.35,0.99,0.64,0.87,0.81,0.65,0.84,0.29,0.64,1,4,12,0,2,14,3
147323,9,0.62,0.67,0.77,0.29,0.6,0.97,0.95,0.23,0.3,0.04,0.4,0.83,0.92,2,2,0,0,2,0,2
97720,13,0.27,0.72,0.44,0.8,0.65,0.79,0.58,0.26,0.23,0.01,0.78,0.85,0.77,1,3,3,1,1,3,2
30877,20,0.05,0.61,0.48,0.48,0.82,0.68,0.15,0.23,0.29,0.12,0.29,0.73,0.24,1,4,4,2,1,4,0
38499,9,0.47,0.82,0.15,0.71,0.52,0.01,0.92,0.07,0.94,0.03,0.77,0.53,0.51,1,2,3,1,0,5,2
135634,0,0.24,1.28,0.66,0.53,0.35,0.06,0.68,0.28,0.06,0.67,0.49,0.01,0.11,2,0,3,1,1,3,0
88843,24,0.06,1.37,0.13,0.09,0.76,0.52,0.31,0.41,0.02,0.66,0.37,0.71,0.63,1,4,6,3,0,7,3
68966,22,0.79,1.13,0.15,0.39,0.12,0.78,0.76,0.25,0.86,0.59,0.48,0.02,0.38,1,4,13,3,0,18,1
95490,17,0.09,0.96,0.7,0.72,0.55,0.53,0.04,0.96,0.93,0.68,0.1,0.21,0.18,1,3,11,1,1,13,0
101786,2,0.21,1.2,0.52,0.02,0.74,0.19,0.82,0.36,0.34,0.01,0.99,0.61,0.42,2,1,11,1,1,13,3
41808,24,0.7,0.78,0.3,0.95,0.74,0.97,0.11,0.28,0.25,0.07,0.97,0.06,0.86,1,4,1,1,0,1,1
44903,18,0.38,0.52,0.3,0.2,0.49,0.46,0.59,0.77,0.38,0.16,0.8,0.33,0.29,1,3,3,1,0,3,2
93615,16,0.01,0.98,0.35,0.18,0.48,0.87,0.84,0.97,0.48,0.55,0.82,0.7,0.18,1,3,9,1,1,10,0
81141,10,0.13,0.67,0.27,0.53,0.71,0.37,0.53,0.98,0.33,0.67,0.17,0.12,0.78,1,3,3,1,0,5,1
126705,27,0.67,0.66,0.76,0.91,0.29,0.82,0.29,0.94,0.91,0.04,0.77,0.17,0.22,2,4,14,0,2,16,2
57254,8,0.58,0.83,0.84,0.17,0.02,0.57,0.52,0.69,0.65,0.9,0.46,0.01,0.63,1,2,8,0,2,9,1
126923,28,0.64,1.08,0.39,0.36,0.91,0.47,0.59,0.94,0.47,0.39,0.89,0.91,0.35,2,4,5,0,1,6,3
71689,28,0.96,0.56,0.71,0.52,0.29,0.58,0.72,0.07,0.88,0.28,0.38,0.34,0.84,1,4,14,0,2,16,1
49546,5,0.22,0.89,0.26,0.15,0.43,0.93,0.5,0.73,0.83,0.2,0.22,0.76,0.75,1,2,3,1,0,5,0
41398,22,0.32,0.9,0.91,0.42,0.93,1.0,0.78,0.67,0.39,0.07,0.57,0.36,0.35,1,4,14,0,2,16,0
142301,27,0.46,1.25,0.46,0.15,0.46,0.95,0.8,0.21,0.39,0.93,0.12,0.25,0.26,2,4,16,2,1,19,1
73042,28,0.41,0.58,0.55,0.1,0.61,0.51,0.49,0.07,0.64,0.43,0.41,0.6,0.61,1,4,9,1,1,10,2
110094,10,0.13,0.74,0.57,0.58,0.76,0.74,0.85,0.38,0.35,0.83,0.24,0.46,0.19,2,3,5,0,1,6,3
126155,9,0.41,0.71,0.58,0.24,0.94,0.37,0.66,0.35,0.81,0.9,0.79,0.85,0.1,2,2,9,1,1,10,0
128464,15,0.62,1.37,0.22,0.2,0.61,0.09,0.7,0.41,0.15,0.98,0.9,0.89,0.79,2,3,13,3,0,18,2
139791,4,0.66,0.61,0.66,0.88,0.75,0.93,0.55,0.45,0.97,0.46,0.64,0.37,0.64,2,1,10,2,1,11,3
56745,1,0.62,1.01,0.78,0.64,0.91,0.01,0.13,0.12,0.92,0.66,0.95,0.58,0.46,1,0,0,0,2,0,3
94558,25,0.16,0.88,0.49,0.3,0.37,0.08,0.2,0.34,0.8,0.18,0.35,0.06,0.56,1,4,9,1,1,10,0
91478,11,0.87,1.32,0.41,0.14,0.16,0.97,0.67,0.04,0.14,0.49,0.21,0.8,0.57,1,3,5,0,1,6,2
125980,1,0.46,0.76,0.54,0.72,0.37,0.5,0.84,0.15,0.55,0.35,0.7,0.02,0.67,2,0,16,2,1,19,0
128708,15,0.06,1.22,0.86,0.89,0.52,0.53,0.71,0.32,0.04,0.23,0.24,0.34,0.94,2,3,12,0,2,14,3
41638,26,0.94,1.5,0.81,0.23,0.56,0.88,0.47,0.51,0.13,0.42,0.39,0.35,0.89,1,4,0,0,2,0,0
54829,26,0.97,0.51,0.29,0.55,0.7,0.19,0.65,0.88,0.14,0.13,0.3,0.16,0.11,1,4,1,1,0,1,3
50720,28,0.21,1.17,0.64,0.65,0.12,0.57,0.39,0.34,0.32,0.93,0.74,0.13,0.48,1,4,11,1,1,13,2
99981,2,0.43,1.17,0.09,0.45,0.01,0.48,0.9,0.6,0.44,0.16,0.2,0.08,0.74,1,1,6,3,0,7,0
104541,22,0.38,1.25,0.88,0.58,0.57,0.09,0.17,0.53,0.35,0.02,0.8,0.65,0.33,2,4,14,0,2,16,2
30733,7,0.89,0.69,0.19,0.96,0.64,0.44,0.72,0.82,0.59,0.87,0.51,0.83,0.95,1,2,13,3,0,18,1
127760,27,0.61,1.11,0.61,0.82,0.03,0.73,0.78,0.7,0.71,0.04,0.44,0.82,0.93,2,4,7,2,1,8,0
56819,1,0.58,1.3,0.89,0.62,0.02,0.72,0.77,0.72,0.77,0.43,0.99,0.77,0.58,1,0,14,0,2,16,3
105954,27,0.91,1.31,0.84,0.53,0.33,0.25,0.51,0.58,0.24,0.92,0.56,0.53,0.44,2,4,8,0,2,9,2
145386,21,0.88,0.82,0.21,0.61,0.58,0.53,0.18,0.28,0.52,0.79,0.43,0.2,0.09,2,4,1,1,0,1,2
101360,9,0.42,0.63,0.22,0.21,0.51,0.31,0.93,0.23,0.42,0.96,0.32,0.64,0.32,2,2,13,3,0,18,0
108349,1,0.63,1.42,0.81,0.63,0.61,0.42,0.61,0.26,0.38,0.44,0.86,0.35,0.64,2,0,2,0,2,2,0
137102,19,0.25,1.15,0.89,0.46,0.34,0.91,0.14,0.72,0.69,0.69,0.94,0.73,0.3,2,3,14,0,2,16,2
97310,29,0.39,0.53,0.93,0.07,0.7,0.73,0.84,0.55,0.73,0.3,0.75,0.34,0.9,1,4,8,0,2,9,3
121111,6,0.32,1.0,0.89,0.75,0.21,0.14,0.3,0.48,0.54,0.43,0.66,0.43,0.95,2,2,8,0,2,9,1
85983,11,0.63,1.11,0.12,0.41,0.37,0.17,0.48,0.39,0.18,0.45,0.42,0.13,0.13,1,3,1,1,0,1,1
98407,13,0.71,1.44,0.33,0.12,0.05,0.53,0.62,0.4,0.8,0.69,0.99,0.14,0.06,1,3,11,1,1,13,2
130641,19,0.93,1.46,0.32,0.89,0.47,0.77,0.08,0.96,0.61,0.9,0.67,0.54,0.17,2,3,16,2,1,19,2
56363,3,0.47,1.37,0.35,1.0,0.88,0.39,0.25,0.92,0.12,0.35,0.08,0.95,0.62,1,1,9,1,1,10,1
56187,17,0.56,0.6,0.53,0.81,0.54,0.87,0.8,0.28,0.63,0.01,0.4,0.24,0.94,1,3,15,0,1,17,1
133171,29,0.65,1.23,0.61,0.74,0.29,0.69,0.55,0.6,0.0,0.26,0.93,0.29,0.44,2,4,3,1,1,12,1
143968,21,0.61,1.37,0.2,0.56,0.8,0.56,0.84,0.05,0.5,0.81,0.85,0.83,0.6,2,4,6,3,0,7,3
89376,8,0.18,0.67,0.06,0.99,0.35,0.76,0.06,0.3,0.62,0.52,0.21,0.46,0.11,1,2,3,1,0,5,3
70305,22,0.1,1.14,0.36,0.55,0.13,0.4,0.35,0.76,0.64,0.94,0.92,0.72,0.77,1,4,7,2,1,8,3
47054,5,0.69,1.12,0.42,0.35,0.57,0.72,0.41,0.14,0.46,0.96,0.21,0.65,0.98,1,2,4,2,1,4,3
103080,17,0.71,1.49,0.34,0.55,0.68,0.7,0.79,0.92,0.36,0.04,0.36,0.67,0.21,2,3,5,0,1,6,0
55401,21,0.21,0.5,0.36,0.59,0.39,0.72,0.67,0.8,0.87,0.82,0.45,0.31,0.5,1,4,9,1,1,10,1
41928,7,0.31,1.04,0.34,0.23,0.75,0.18,0.14,0.29,0.37,0.33,0.37,0.14,0.17,1,2,3,1,1,3,1
140177,24,0.4,0.84,0.25,0.53,0.58,0.56,0.4,0.98,0.04,0.22,0.28,0.88,0.92,2,4,13,3,0,15,1
47024,28,0.42,1.41,0.34,0.65,0.94,0.75,0.28,0.72,0.29,0.11,0.72,0.18,0.11,1,4,11,1,1,13,3
39612,10,0.19,1.0,0.3,0.68,0.88,0.03,0.87,0.7,0.17,0.03,0.26,0.92,0.67,1,3,6,3,0,7,2
51450,1,0.45,1.44,0.82,0.2,0.15,0.99,0.33,0.16,0.01,0.29,0.89,0.53,0.63,1,0,14,0,2,16,0
149511,27,0.51,1.34,0.43,0.98,0.08,0.72,0.66,0.19,0.39,0.31,0.09,0.58,0.99,2,4,5,0,1,6,2
106554,21,0.55,0.54,0.73,0.51,0.99,0.88,0.34,0.54,0.55,0.69,0.69,0.79,0.02,2,4,2,0,2,2,0
97173,3,0.07,0.98,0.67,0.49,0.06,0.23,0.58,0.09,0.42,0.33,0.82,0.11,0.68,1,1,7,2,1,8,0
44517,3,0.59,0.71,0.54,0.67,0.07,0.82,0.86,0.06,0.6,0.59,0.01,0.34,0.97,1,1,3,1,1,3,1
31321,22,0.93,1.18,0.71,0.08,0.72,0.55,0.13,0.61,0.81,0.75,0.25,0.26,0.97,1,4,0,0,2,0,2
93001,25,0.32,1.32,0.09,0.2,0.18,0.09,0.85,0.58,0.26,0.85,0.8,0.1,0.64,1,4,3,1,0,5,0
35685,23,0.72,1.22,0.37,0.32,0.84,0.9,0.28,0.02,0.86,0.38,0.33,0.35,0.42,1,4,15,0,1,17,1
35335,13,0.57,0.58,0.69,0.94,0.93,0.88,0.66,0.22,0.05,0.1,0.32,0.5,0.99,1,3,3,1,1,12,0
110286,26,0.52,1.2,0.37,0.93,0.53,0.28,0.94,0.63,0.48,0.58,0.75,0.15,0.86,2,4,5,0,1,6,1
45641,16,0.57,1.18,0.26,0.37,0.99,0.68,0.42,0.68,0.52,0.11,0.8,0.56,0.8,1,3,13,3,0,15,3
50242,5,0.54,1.27,0.95,0.88,0.86,0.25,0.84,0.17,0.2,0.11,0.86,0.11,0.14,1,2,12,0,2,14,3
60166,19,0.57,1.38,0.15,0.55,0.17,0.27,0.13,0.41,0.59,0.28,0.85,0.98,0.12,1,3,6,3,0,7,2
61232,15,0.79,0.69,0.44,0.39,0.92,0.66,0.04,0.01,0.2,0.32,0.48,0.84,0.31,1,3,9,1,1,10,2
78720,29,0.33,0.51,0.68,0.14,0.29,0.13,0.49,0.93,0.1,0.44,0.02,0.77,0.64,1,4,11,1,1,13,3
125110,4,0.47,1.41,0.8,0.51,0.7,0.52,0.19,0.32,0.09,0.43,0.61,0.12,0.63,2,1,2,0,2,2,1
113128,7,0.34,0.72,0.66,0.69,0.11,0.41,0.67,0.57,0.62,0.57,0.8,0.32,0.71,2,2,16,2,1,19,0
120605,29,0.39,1.29,0.11,0.28,0.93,0.03,0.22,0.48,0.4,0.63,0.19,0.07,0.37,2,4,6,3,0,7,3
39513,18,0.56,1.1,0.84,0.25,0.76,0.09,0.2,0.74,0.28,0.49,0.33,0.51,0.35,1,3,8,0,2,9,1
57177,0,0.85,0.65,0.44,0.56,0.15,0.13,0.66,0.65,0.23,0.23,0.75,0.12,0.92,1,0,9,1,1,10,2
85572,8,0.87,0.71,0.31,0.94,0.34,0.31,0.26,0.24,0.73,0.91,0.79,0.67,0.29,1,2,16,2,1,19,2
147849,12,0.24,0.61,0.35,0.6,0.04,0.97,1.0,0.15,0.43,0.77,0.96,0.89,0.25,2,3,5,0,1,6,2
126080,1,0.29,0.94,0.14,0.77,0.26,0.86,0.23,0.36,0.45,0.29,0.77,0.41,0.89,2,0,13,3,0,18,0
144438,4,0.86,1.02,0.5,0.22,0.59,0.95,0.08,0.75,0.87,0.99,0.33,0.36,0.23,2,1,3,1,1,3,0
34844,22,0.14,0.77,0.77,0.37,0.42,0.56,0.95,0.25,0.78,0.68,0.12,0.81,0.09,1,4,2,0,2,2,3
47639,21,0.68,1.05,0.87,0.64,0.78,0.24,0.43,0.15,0.43,0.7,0.69,0.71,0.31,1,4,0,0,2,0,1
86041,3,0.37,1.44,0.79,0.6,0.75,0.91,0.44,0.36,0.43,0.32,0.65,0.93,0.13,1,1,2,0,2,2,2
68575,2,0.46,1.22,0.14,0.55,0.03,0.46,0.24,0.52,0.53,0.75,0.54,0.61,0.53,1,1,6,3,0,7,2
120150,14,0.76,1.13,0.18,0.34,0.78,0.19,0.04,0.7,0.14,0.9,0.77,0.6,0.31,2,3,3,1,0,5,0
42485,16,0.48,0.79,0.94,0.16,0.75,0.8,0.95,0.55,0.53,0.92,0.8,0.76,0.79,1,3,14,0,2,16,0
103147,13,0.04,0.7,0.56,0.4,0.61,0.55,0.44,0.23,0.72,0.91,0.77,0.12,0.54,2,3,3,1,1,3,2
66598,8,0.59,0.94,0.77,0.33,0.24,0.2,0.59,0.51,0.73,0.31,0.46,0.68,0.96,1,2,8,0,2,9,3
132916,27,0.3,0.95,0.88,0.96,0.54,0.81,0.46,0.04,0.89,0.29,0.14,1.0,0.35,2,4,12,0,2,14,3
41311,3,0.31,1.01,0.72,0.35,0.67,0.92,0.4,0.56,0.64,0.07,0.34,0.68,0.74,1,1,14,0,2,16,3
139940,6,0.01,0.51,0.52,0.55,0.56,0.72,0.92,0.99,0.7,0.51,0.14,0.38,0.57,2,2,16,2,1,19,3
124930,9,0.13,1.29,0.7,0.81,0.77,0.26,0.0,0.23,0.79,0.11,0.3,0.56,0.58,2,2,16,2,1,19,0
115639,9,0.98,0.51,0.5,0.5,0.29,0.53,0.67,0.67,0.09,0.8,0.93,0.12,0.42,2,2,9,1,1,10,3
34123,16,0.83,1.03,0.72,0.57,0.36,0.54,0.65,0.64,0.67,0.68,0.11,0.19,0.63,1,3,14,0,2,16,2
98384,13,0.63,0.57,0.37,0.48,0.45,0.75,0.39,0.66,0.7,0.65,0.6,0.81,0.66,1,3,4,2,1,4,1
102433,29,0.64,0.66,0.42,0.33,0.09,0.69,0.6,0.59,0.48,0.54,0.01,0.1,0.68,2,4,11,1,1,13,2
127550,15,0.11,0.83,0.4,0.03,0.41,0.03,0.0,0.79,0.31,0.57,0.3,0.93,0.73,2,3,16,2,1,19,1
76509,27,0.26,1.08,0.52,0.27,0.69,0.89,0.04,0.42,0.59,0.59,0.02,0.21,0.06,1,4,3,1,1,3,2
141075,11,0.65,0.66,0.43,0.33,0.82,0.19,0.55,0.78,0.83,0.67,0.3,0.82,0.74,2,3,4,2,1,4,0
35853,18,0.07,0.54,0.22,0.94,0.77,0.83,0.54,0.3,0.68,0.71,0.68,0.95,0.37,1,3,6,3,0,7,2
95311,28,0.91,0.66,0.22,0.87,0.31,0.83,0.33,0.79,0.07,0.66,0.68,0.49,0.69,1,4,6,3,0,7,0
145672,28,0.73,1.46,0.48,0.53,0.26,0.99,0.06,0.36,0.3,0.39,0.92,0.37,0.92,2,4,10,2,1,11,0
107045,5,0.17,1.3,0.4,0.09,0.23,0.89,0.28,0.7,0.4,0.26,0.14,0.97,0.52,2,2,4,2,1,4,1
68211,4,0.2,0.91,0.52,0.18,0.28,0.78,0.42,0.0,0.05,0.44,0.06,0.17,0.73,1,1,10,2,1,11,3
58454,29,0.52,0.63,0.35,0.05,0.85,0.95,0.12,0.21,0.09,0.88,0.96,0.26,0.3,1,4,7,2,1,8,3
97855,3,0.19,0.5,0.34,0.62,0.04,0.43,0.5,0.91,0.47,0.14,0.29,0.67,0.11,1,1,4,2,1,4,2
127891,23,1.0,0.51,0.74,0.84,0.1,0.03,0.12,0.69,0.99,0.59,0.12,0.18,0.54,2,4,2,0,2,2,3
120094,25,0.66,1.07,0.69,0.2,0.17,0.86,0.29,0.33,0.55,0.38,0.29,0.92,0.13,2,4,9,1,1,10,3
